Fix,Latitude,Longitude
SP062,S 23 35 36.07,W 046 48 07.78
SP063,S 23 33 44.68,W 046 43 24.25
SP065,S 23 37 30.66,W 046 44 27.22
SP066,S 23 42 59.69,W 046 45 35.19
SP067,S 23 44 40.23,W 046 44 23.24
SP068,S 23 46 24.76,W 046 40 35.01
SP069,S 23 38 31.23,W 046 50 15.34
SP071,S 23 42 31.63,W 046 40 51.38
SP072,S 23 43 42.15,W 046 38 29.15
SP073,S 23 35 23.53,W 046 46 43.35
SP074,S 23 46 16.61,W 046 38 18.26
SP076,S 23 44 29.87,W 046 35 49.20
SP077,S 23 45 11.85,W 046 32 07.47
SP078,S 23 43 59.22,W 046 34 27.02
SP079,S 23 41 16.00,W 046 31 14.74
SP081,S 23 46 00.57,W 047 01 14.94
SP082,S 23 49 43.84,W 046 56 06.39
SP083,S 23 53 43.68,W 046 50 34.34
SP401,S 23 28 47.06,W 046 51 30.27
SP502,S 23 27 58.15,W 046 54 38.74
SP603,S 23 27 09.18,W 046 57 47.17
SR361,S 20 58 40.30,W 049 37 18.50
SR362,S 21 00 18.40,W 049 31 25.90
SR363,S 20 52 55.50,W 049 37 40.90
SR364,S 20 55 32.90,W 049 33 07.70
SR366,S 20 52 25.30,W 049 28 57.00
SR368,S 20 39 20.90,W 049 11 31.70
SR369,S 20 37 43.50,W 049 17 23.70
SR371,S 20 45 05.60,W 049 11 08.40
SR372,S 20 42 28.90,W 049 15 41.70
SR373,S 20 45 36.70,W 049 19 51.80
STN01,S 23 29 59.91,W 046 49 33.43
STN02,S 23 30 28.69,W 046 45 47.11
STONE,S 05 07 15.00,W 062 27 37.20
ST001,S 23 56 39.20,W 046 17 22.03
ST002,S 24 01 07.13,W 046 15 34.48
ST003,S 24 07 14.15,W 046 13 06.87
ST004,S 24 13 49.38,W 046 10 27.63
ST006,S 24 09 03.99,W 046 20 17.66
ST007,S 24 04 47.98,W 046 05 56.35
ST008,S 24 10 46.50,W 046 16 44.79
ST009,S 24 07 08.36,W 046 51 45.84
ST011,S 24 03 18.58,W 046 03 47.15
ST012,S 24 06 05.83,W 047 01 36.14
SUBGO,S 22 03 06.33,W 043 45 46.92
SUBMO,S 05 47 55.75,W 035 11 17.40
SUBRI,S 19 11 10.89,W 044 16 20.79
SUBVA,S 23 19 30.17,W 052 07 02.86
SUDBA,S 27 25 23.52,W 048 59 46.12
SUDGU,S 23 30 29.55,W 046 17 05.24
SUDMO,S 04 21 30.46,W 064 29 20.61
SUDNA,S 11 06 23.67,W 050 21 08.41
SUGLU,N 00 35 58.80,W 069 11 01.80
SUGMU,S 23 47 10.62,W 046 29 50.17
SUKDA,S 19 45 05.40,W 044 27 07.20
SUKLA,S 30 06 32.21,W 051 21 29.58
SUKNO,S 23 09 04.00,W 046 16 37.14
SULCO,S 23 53 58.80,W 045 56 56.40
SULI,S 22 44 38.40,W 043 22 01.20
SULPI,S 27 50 32.07,W 048 42 27.07
SUMPO,S 27 36 47.28,W 048 38 49.41
SUMRA,S 23 26 12.00,W 046 07 12.60
SUNBU,S 22 58 44.14,W 045 59 39.50
SUNLU,S 23 00 15.39,W 045 45 16.08
SUPDU,S 25 04 32.13,W 049 03 46.61
SUPLO,S 28 43 53.00,W 052 00 42.00
SUPNI,S 28 51 05.32,W 050 53 20.56
SUPTA,S 23 41 36.12,W 047 04 16.62
SURI,N 01 24 37.20,W 055 44 01.20
SURKU,S 23 08 01.34,W 043 27 40.42
SURLO,S 19 47 58.92,W 043 47 58.52
SURNA,S 22 22 16.07,W 043 29 05.17
SUSBU,S 03 28 12.57,W 059 58 59.55
SUSDI,S 10 21 54.00,W 043 22 08.00
SUSKI,S 29 46 37.82,W 052 11 41.87
SUSKO,S 01 09 31.80,W 048 53 12.60
SUSNO,S 03 56 35.10,W 060 20 07.67
SUZA,S 16 56 29.40,W 043 41 31.80
SUZY,S 01 30 06.00,W 048 28 43.20
SVD10,S 12 54 37.26,W 038 20 10.77
SVD11,S 12 55 24.04,W 038 23 08.84
SVD12,S 12 55 55.20,W 038 25 07.56
SVD14,S 12 45 35.07,W 038 12 38.25
SVD18,S 12 47 16.57,W 038 10 47.41
SVD25,S 12 43 22.58,W 038 12 07.58
SVD27,S 13 06 37.91,W 038 23 54.07
SVD29,S 13 35 25.72,W 038 34 37.41
SVD31,S 12 57 04.99,W 038 32 18.47
SVD33,S 13 07 28.25,W 038 33 26.92
SVD35,S 12 53 24.15,W 038 13 30.71
SVD36,S 12 54 15.71,W 038 18 33.44
SVD42,S 12 29 00.70,W 038 02 43.55
SVD47,S 13 00 13.82,W 038 37 51.20
SVD48,S 12 55 56.44,W 038 38 43.18
SVD51,S 12 41 19.78,W 038 19 02.03
SVD75,S 12 47 51.64,W 038 28 14.87
SVD98,S 12 40 52.63,W 039 05 21.69
SV001,S 12 53 45.00,W 038 15 31.80
SV002,S 13 12 48.00,W 038 22 01.20
SV003,S 13 13 42.43,W 038 40 08.58
SV004,S 12 37 43.20,W 038 27 52.20
SV006,S 12 09 04.12,W 038 30 05.97
SV007,S 13 00 10.71,W 038 16 55.07
SV008,S 13 04 34.52,W 038 13 17.36
SV009,S 12 48 22.26,W 038 19 22.67
SV011,S 13 10 54.68,W 038 24 31.61
SV012,S 12 00 38.53,W 038 33 05.88
SV013,S 12 36 25.53,W 038 01 24.11
SV014,S 13 06 05.82,W 038 20 56.57
SV019,S 12 48 50.96,W 038 21 45.86
SV021,S 12 50 52.15,W 038 04 08.99
SV022,S 13 10 40.11,W 038 30 42.05
SV024,S 12 43 59.28,W 038 35 04.69
SV027,S 12 52 19.67,W 038 08 28.13
SV029,S 12 53 20.66,W 038 13 31.40
SV037,S 12 07 32.78,W 038 25 41.08
SV038,S 11 59 07.24,W 038 28 41.12
SV039,S 12 44 42.36,W 038 55 57.54
SV041,S 12 23 18.80,W 037 37 50.27
SV043,S 12 43 20.44,W 039 00 52.94
SV361,S 12 46 22.50,W 038 07 36.40
SV362,S 12 57 28.30,W 038 05 17.40
SV363,S 12 52 20.20,W 038 08 30.50
SV364,S 12 53 20.70,W 038 13 31.40
SV367,S 12 51 33.10,W 038 33 24.80
SV372,S 12 55 41.00,W 038 25 10.90
SV373,S 12 55 16.87,W 038 23 10.51
TALA,S 29 48 31.20,W 051 11 30.00
TAMAR,S 01 18 15.60,W 049 08 21.60
TAPA,S 02 24 02.31,W 054 41 12.62
TARIB,S 03 45 56.40,W 069 51 03.60
TAROP,S 09 01 55.20,W 054 37 57.60
TASA,S 12 56 42.01,W 038 28 11.56
TASIL,N 04 00 18.00,W 029 59 24.00
TECLA,S 02 56 13.55,W 060 28 32.18
TEDAS,S 23 52 43.80,W 054 34 32.40
TEDAT,S 08 00 12.00,W 034 45 05.40
TEDAX,S 04 53 43.24,W 047 29 06.03
TEDOL,S 19 48 54.14,W 041 31 40.37
TEDUG,S 25 24 17.40,W 049 18 51.00
TEGET,S 27 31 25.88,W 052 49 14.14
TEGIM,S 07 25 30.00,W 038 22 30.00
TEGIR,S 21 09 55.38,W 040 24 34.83
TEGOM,S 20 16 00.00,W 044 10 51.00
TEGUK,S 19 40 27.31,W 046 56 37.47
TEKED,S 02 51 14.25,W 060 13 40.89
TEKES,S 25 28 06.72,W 048 40 35.99
TEKIN,S 19 25 37.50,W 048 21 42.47
TEKON,S 04 58 03.00,W 042 50 03.00
TELED,S 13 31 57.00,W 050 21 10.00
TELIB,S 13 27 56.54,W 039 07 32.27
TELIR,S 11 17 34.80,W 061 25 35.00
TELIS,S 04 18 17.40,W 031 10 54.00
TELIX,S 25 37 06.00,W 053 20 10.80
TELOS,S 09 15 30.60,W 056 23 03.00
TELUP,S 07 29 48.66,W 072 19 20.17
TEMAM,S 23 55 36.40,W 047 44 34.51
TEMED,S 24 14 06.19,W 052 23 36.39
TEMEV,S 22 53 33.00,W 046 02 02.40
TEMID,S 06 18 49.20,W 071 05 52.80
TEMIT,S 17 05 07.80,W 044 04 04.20
TEMOB,S 22 06 53.30,W 048 01 37.01
TEMOR,S 07 42 47.40,W 072 32 49.80
TEMOV,S 16 19 40.20,W 044 05 13.80
TEMP,S 25 38 07.80,W 048 49 01.20
TEMUP,S 13 18 21.60,W 035 53 35.40
TENAR,S 20 28 18.00,W 047 56 48.00
TENEK,S 16 32 51.60,W 049 54 18.60
TENEL,S 15 22 13.80,W 056 44 11.40
TENEM,S 20 33 13.20,W 048 01 40.80
TENEP,S 22 08 15.74,W 045 24 55.77
TENIG,S 22 35 16.20,W 040 26 00.60
TENIK,S 20 32 37.20,W 047 51 21.60
TENOL,S 29 42 59.21,W 051 11 04.37
TENUD,S 26 05 12.00,W 049 22 44.40
TENUG,S 04 41 27.60,W 069 25 57.60
TEPAB,S 23 49 23.68,W 046 40 45.46
TEPEM,S 02 33 42.60,W 059 39 18.60
TEPI,S 19 41 06.60,W 057 38 40.80
TEPIP,S 12 53 55.80,W 038 03 39.00
TEPOL,S 22 43 04.75,W 043 19 11.40
TEPUV,S 22 49 47.61,W 046 21 37.02
TERAB,S 15 07 58.50,W 056 32 33.55
TERER,S 25 51 15.00,W 054 43 12.00
TERES,S 12 28 32.40,W 051 22 05.40
TERIP,S 27 26 52.54,W 050 22 28.12
TERUN,S 22 29 23.50,W 054 55 04.30
TESEK,S 18 50 43.80,W 050 50 21.00
TESEV,S 01 54 14.00,W 052 48 55.00
TESIB,S 26 11 02.79,W 048 41 30.77
TESIS,S 15 51 17.51,W 047 48 41.70
TESIX,S 23 26 14.40,W 045 38 07.10
TEXAS,S 23 05 36.60,W 046 10 18.60
TE361,S 05 16 49.80,W 042 53 43.20
TE362,S 05 20 11.00,W 042 47 41.10
TE363,S 05 15 38.80,W 042 42 28.70
TE364,S 05 14 11.20,W 042 48 18.80
TE366,S 05 09 11.40,W 042 48 50.20
TE367,S 04 53 00.80,W 042 50 31.80
TE368,S 04 50 22.20,W 042 45 07.70
TE369,S 04 47 01.00,W 042 51 09.50
TE371,S 04 51 33.20,W 042 56 21.80
TE372,S 04 58 00.60,W 042 50 00.50
TE373,S 05 01 22.09,W 043 03 50.24
TIBE,S 28 48 39.60,W 049 47 15.00
TIDNI,S 25 27 01.71,W 048 41 30.91
TIDNO,S 19 39 06.13,W 041 25 53.57
TIDPA,S 28 39 45.39,W 051 57 33.66
TIDSO,S 28 54 51.99,W 052 00 54.10
TIGBU,S 21 22 21.21,W 040 57 14.18
TIGDA,S 26 11 11.40,W 049 37 24.00
TIGNI,S 15 51 21.90,W 047 48 41.30
TIKBA,N 01 03 50.52,W 056 04 50.62
TIKSO,S 18 45 23.87,W 048 23 53.08
TIKTA,S 22 06 52.20,W 047 46 45.00
TIKTI,S 23 32 10.15,W 046 33 01.77
TILBA,S 21 51 30.58,W 051 07 51.32
TILKA,S 10 56 27.53,W 055 05 07.85
TILKI,S 24 39 28.20,W 052 52 54.00
TILSU,S 15 16 53.86,W 045 07 44.41
TIMBO,S 26 38 13.80,W 050 43 04.80
TIMLA,S 22 05 46.20,W 040 54 28.80
TIMRI,S 12 51 15.75,W 038 29 58.94
TIMVI,S 28 54 04.28,W 049 48 51.64
TINA,S 29 46 00.00,W 051 20 26.40
TING,S 04 18 02.59,W 069 51 41.11
TINSU,S 23 39 07.51,W 052 02 29.69
TIPDO,S 23 32 30.92,W 047 17 56.92
TIPLI,S 19 14 00.63,W 044 20 53.03
TIPRA,S 22 47 01.80,W 047 46 32.40
TIPTU,S 16 07 43.80,W 048 39 37.80
TIRKU,S 12 42 54.22,W 038 17 46.22
TIRLI,S 12 58 14.56,W 038 07 17.13
TIRNO,S 29 53 26.68,W 051 49 07.97
TISDI,S 30 25 47.06,W 051 19 26.99
TISDU,S 22 38 41.30,W 046 28 27.20
TISLO,S 19 33 49.20,W 044 10 27.00
TISVA,S 22 35 01.48,W 042 15 01.94
TITMU,S 24 03 12.84,W 044 34 49.13
TIVNA,S 24 03 24.77,W 046 18 22.49
TIVRO,S 23 20 08.73,W 043 23 06.88
TIVTO,S 28 57 24.00,W 051 03 21.00
TIZA,S 06 52 00.00,W 047 27 13.20
TOBE,S 25 55 05.40,W 048 37 08.40
TOBIM,S 07 26 44.40,W 035 30 13.80
TOBKO,S 10 47 06.53,W 048 49 15.90
TOBNA,S 22 17 27.19,W 046 33 27.97
TOBTO,S 23 51 40.54,W 047 56 14.14
TOBUX,S 02 30 29.40,W 055 28 43.20
TOCA,S 03 23 59.40,W 049 30 52.20
TODAB,S 22 27 24.76,W 043 47 52.92
TODET,S 21 29 41.88,W 041 16 42.36
TODGA,S 04 54 55.69,W 051 39 14.66
TODIM,S 16 01 56.00,W 047 03 38.00
TODLI,S 18 12 48.02,W 048 07 39.91
TODOP,S 23 03 23.92,W 043 59 19.72
TODVU,S 22 59 08.40,W 046 59 04.60
TOGA,N 00 06 09.00,W 067 12 51.00
TOGES,S 23 55 01.80,W 045 57 25.20
TOGIG,S 15 51 48.66,W 047 40 30.82
TOGNI,S 00 54 55.80,W 048 28 16.80
TOGON,S 20 28 49.20,W 043 42 25.20
TOGOV,S 08 33 52.80,W 063 54 42.00
TOGPA,S 12 46 22.44,W 038 09 39.53
TOGSO,S 25 50 31.67,W 049 55 16.33
TOKAP,S 09 22 22.20,W 040 06 29.40
TOKE,S 12 56 15.00,W 038 42 43.20
TOKED,S 22 54 54.75,W 042 02 31.60
TOKIL,S 12 37 35.12,W 039 16 30.58
TOKIM,S 21 55 28.20,W 044 11 33.60
TOLAL,S 16 04 31.20,W 038 52 24.00
TOLAM,S 25 23 59.40,W 054 10 39.60
TOLAP,S 05 09 08.40,W 042 48 34.20
TOLEP,S 32 43 40.72,W 053 05 09.40
TOLOM,S 23 00 27.60,W 042 42 37.20
TOLUD,S 19 22 17.02,W 041 16 00.29
TOLUK,S 04 18 47.40,W 069 49 17.40
TOMAS,S 11 20 19.80,W 038 07 22.80
TOMID,S 21 55 17.40,W 040 54 28.20
TOMOP,S 18 44 42.05,W 043 37 37.09
TOMOX,S 30 07 57.21,W 051 19 44.24
TOMUB,S 23 26 02.98,W 047 36 57.12
TOMUT,S 20 25 22.92,W 049 09 51.68
TONA,S 28 16 20.40,W 053 47 39.00
TONAM,S 19 56 50.40,W 043 41 10.80
TONIR,S 29 04 42.85,W 050 38 23.52
TONIV,S 20 45 34.80,W 048 06 08.40
TONO,S 25 08 18.60,W 053 44 05.40
TONOR,S 12 31 00.31,W 054 39 30.21
TOPAD,S 22 46 34.80,W 043 19 59.40
TOPAM,S 10 30 28.37,W 050 37 52.37
TOPEP,S 23 02 41.40,W 045 50 57.29
TOPIK,S 18 53 28.87,W 048 00 03.40
TOPIL,S 29 21 42.00,W 052 45 42.00
TOPOV,S 03 03 15.73,W 059 36 59.68
TOPUX,S 22 16 30.47,W 050 25 12.20
TORAB,S 15 58 23.64,W 055 08 18.64
TORAV,S 04 15 40.45,W 069 54 55.32
TOREM,S 06 39 28.80,W 034 46 31.80
TORIR,S 21 26 43.59,W 040 08 52.25
TORUX,S 19 16 38.32,W 044 08 58.84
TOSAD,S 32 07 16.20,W 051 53 54.60
TOSAR,S 17 39 02.40,W 055 31 28.20
TOSEB,S 22 15 07.98,W 042 27 20.44
TOSEG,S 15 53 10.30,W 048 01 34.50
TOSIV,S 21 21 06.37,W 039 13 13.35
TOSOM,S 08 03 51.00,W 034 43 53.40
TOSOP,S 13 43 18.63,W 039 50 04.99
TOXA,S 30 16 24.11,W 051 31 04.03
TRIGO,S 23 44 28.80,W 045 54 02.40
TRIVI,S 20 01 54.60,W 044 33 45.60
TROTA,S 11 30 24.67,W 061 28 44.91
TROVA,S 11 22 19.80,W 040 11 53.40
TT001,S 04 12 59.28,W 070 01 13.00
TT002,S 04 10 27.14,W 070 06 39.90
TT003,S 04 05 53.56,W 070 04 33.80
TT004,S 04 15 00.72,W 070 08 46.02
TT006,S 04 08 20.51,W 070 11 12.37
TT012,S 04 20 14.20,W 069 45 37.80
TT013,S 04 22 20.86,W 069 41 05.27
TT016,S 04 24 47.75,W 069 47 44.00
TT017,S 04 16 40.47,W 069 42 06.04
TT018,S 04 17 42.18,W 069 51 04.80
TUBA,S 20 49 18.60,W 049 54 18.60
TULIO,S 31 32 23.40,W 054 30 00.60
TURAB,S 12 25 59.40,W 026 45 01.20
TUVA,S 28 55 10.80,W 049 43 38.40
TUVAM,S 27 09 49.80,W 048 12 57.00
UARA,S 25 47 46.80,W 051 18 49.20
UBAS,S 22 18 36.00,W 041 35 34.80
UBGAK,S 29 28 16.96,W 051 05 11.36
UBGIR,S 21 57 03.73,W 042 46 02.40
UBKAB,S 16 18 54.00,W 058 36 30.60
UBKAL,S 20 35 28.81,W 038 55 57.27
UBKEG,S 13 07 13.55,W 058 03 34.46
UBKIS,S 19 41 58.65,W 043 31 53.41
UBKOP,S 25 14 00.55,W 049 19 40.06
UBLAM,S 30 39 35.40,W 056 09 43.80
UBLEK,S 14 51 27.00,W 040 24 17.40
UBLET,S 03 10 49.20,W 043 54 27.00
UBLUP,S 29 29 51.80,W 052 36 15.24
UBMAL,S 26 32 26.69,W 048 11 41.46
UBMIG,S 22 52 30.57,W 042 54 16.00
UBMIX,S 17 51 04.00,W 044 48 44.00
UBMOP,S 27 35 57.21,W 053 01 12.34
UBMOS,S 22 59 23.61,W 047 22 42.70
UBNEK,S 22 47 32.78,W 043 38 51.74
UBNUR,S 22 33 18.07,W 040 05 34.30
UBREG,S 29 43 37.42,W 050 43 24.55
UBRIR,S 22 12 13.16,W 045 48 05.68
UBROS,S 26 07 26.38,W 047 45 04.89
UBROV,S 20 20 19.20,W 043 40 22.20
UBRUT,S 05 23 54.60,W 033 19 08.40
UBSEM,S 03 14 55.07,W 060 11 12.11
UBSIL,S 23 16 02.85,W 045 44 31.83
UBSIM,S 12 56 30.00,W 061 50 37.20
UBSOD,S 24 15 42.25,W 047 08 39.08
UBSUS,S 17 02 18.00,W 049 46 08.40
UBSUT,S 18 32 24.00,W 048 10 22.80
UBTAR,S 27 12 11.93,W 049 24 33.94
UBTAS,S 14 17 12.69,W 054 28 29.44
UCROK,S 03 54 47.40,W 044 36 22.20
UDAK,N 01 49 43.20,W 055 42 54.00
UDENO,S 26 07 28.80,W 054 56 14.40
UDESI,S 12 50 46.79,W 038 31 25.03
UDIDI,S 13 02 36.00,W 062 37 24.00
UDIGA,S 03 30 46.20,W 024 08 41.40
UDIGI,S 19 10 12.59,W 048 39 56.33
UDILO,S 02 57 43.80,W 059 27 45.60
UDOGA,S 22 39 14.40,W 042 43 27.00
UDOGO,S 30 12 26.11,W 051 31 19.38
UDUDO,S 22 11 01.90,W 049 01 26.46
UDUKA,S 23 15 33.97,W 047 05 31.92
UDUXI,S 23 39 42.88,W 046 45 10.65
UGAGA,N 00 48 42.00,W 065 42 00.00
UGATI,S 15 45 47.66,W 055 25 47.38
UGAXA,S 19 41 00.00,W 044 17 01.00
UGAXO,S 11 54 46.20,W 063 54 49.80
UGELO,S 32 40 42.00,W 053 08 48.00
UGEMU,S 06 35 22.20,W 058 18 22.20
UGETU,S 20 04 06.00,W 043 20 24.00
UGIBO,S 07 30 07.80,W 035 08 31.80
UGIBU,S 25 26 16.16,W 047 39 34.23
UGINA,S 14 36 34.80,W 058 22 25.20
UGOTA,S 22 38 55.59,W 047 38 38.68
UGOVU,S 22 52 50.03,W 047 34 16.43
UGPAR,S 20 06 23.05,W 041 42 01.08
UGPIR,S 02 23 29.40,W 044 03 36.60
UGPOP,S 23 05 21.60,W 044 56 12.60
UGRAD,S 22 59 36.33,W 043 42 25.87
UGRAX,S 29 45 12.60,W 053 21 16.20
UGRE,N 03 27 34.80,W 051 35 17.40
UGREV,S 28 13 18.52,W 048 57 52.02
UGRIM,S 23 32 12.48,W 046 34 44.22
UGROK,S 22 32 00.59,W 043 15 57.94
UGRUD,S 03 09 21.38,W 059 33 35.77
UGRUL,S 19 53 42.48,W 043 42 34.49
UGSIT,S 20 32 00.84,W 044 25 41.76
UGTES,S 19 29 50.96,W 044 05 40.07
UGTEV,S 23 18 08.29,W 045 32 51.25
UGTOM,S 29 53 08.21,W 051 20 18.39
UGUDI,S 12 13 36.49,W 038 45 22.48
UGULO,S 20 00 12.00,W 042 31 37.00
UGURA,S 32 36 18.00,W 053 20 24.00
UGVOS,S 25 15 26.86,W 049 25 00.14
UG001,S 29 46 25.86,W 056 56 02.63
UG002,S 29 47 13.75,W 057 06 09.82
UKAKI,S 21 07 12.38,W 044 58 12.38
UKAMU,N 02 02 48.11,W 055 06 41.07
UKARI,S 08 49 52.80,W 035 21 46.80
UKARU,S 26 15 13.90,W 049 26 17.05
UKBAG,S 20 40 58.50,W 045 56 28.92
UKBAM,S 02 40 09.14,W 044 17 57.76
UKBEK,S 21 01 46.20,W 047 31 46.80
UKBEV,S 22 33 04.69,W 047 04 36.43
UKBOV,S 28 12 37.43,W 049 04 58.22
UKBUS,S 05 41 58.20,W 035 10 17.40
UKDEM,S 20 01 04.76,W 044 08 03.43
UKDOB,S 25 22 11.92,W 048 16 37.01
UKEDA,S 02 01 07.00,W 062 34 12.00
UKEDI,N 06 35 18.00,W 037 04 36.00
UKENU,S 21 12 03.60,W 041 49 25.84
UKESA,S 20 56 00.29,W 040 20 55.54
UKLAN,S 22 27 48.00,W 047 53 46.80
UKLEM,S 06 42 05.00,W 040 06 59.00
UKLIM,S 22 14 03.72,W 049 39 35.63
UKLOB,S 23 26 15.97,W 046 31 56.82
UKLUR,S 15 47 04.81,W 055 17 29.91
UKMAR,S 22 40 53.69,W 041 01 16.26
UKMAT,S 07 53 36.00,W 035 34 10.20
UKMEL,S 12 43 20.20,W 038 06 00.90
UKMID,S 21 24 05.55,W 050 40 42.03
UKPAD,S 21 01 21.38,W 045 11 20.20
ULEO,S 02 51 42.00,W 054 49 48.00
ULVOM,S 03 22 20.62,W 060 08 08.49
ULVOX,S 16 29 12.00,W 039 46 28.80
UL001,S 19 02 26.40,W 048 24 09.00
UL002,S 19 07 21.00,W 048 19 51.60
UL003,S 19 06 48.00,W 048 13 09.60
UL004,S 19 02 43.20,W 048 17 49.20
UL006,S 18 58 05.40,W 048 15 46.80
UL007,S 18 47 51.99,W 048 11 14.90
UL008,S 18 38 35.40,W 048 07 13.80
UL009,S 18 43 36.30,W 048 02 56.03
UL011,S 18 39 05.40,W 048 13 49.20
UL012,S 18 43 14.40,W 048 09 14.40
UMBAD,S 23 16 55.53,W 044 08 29.34
UMBAS,S 01 45 54.00,W 057 03 03.00
UMBI,S 18 38 04.20,W 048 47 28.20
UMDED,S 22 57 37.53,W 042 34 07.71
UMDUK,S 26 16 52.64,W 048 43 07.21
UMGIV,S 23 09 10.41,W 045 56 25.50
UMGOR,S 27 13 24.00,W 052 15 39.00
UMKAM,S 23 28 46.86,W 048 11 50.62
UMKEX,S 19 23 31.09,W 047 17 27.09
UMKIB,S 26 27 39.92,W 048 23 00.84
UMKIT,S 20 48 35.91,W 043 10 12.78
UMKOT,S 27 24 55.34,W 049 31 08.01
UMLAN,S 30 48 59.01,W 053 00 56.89
UMLEB,S 08 38 14.77,W 057 46 40.80
UMLEV,S 17 25 26.95,W 054 05 06.93
UMLUR,S 20 24 04.00,W 040 23 36.00
UMLUS,S 21 12 52.80,W 047 50 33.60
UMPIG,S 23 17 16.54,W 050 23 24.81
UMPIX,S 07 24 15.00,W 055 44 47.00
UMPOV,S 26 04 16.15,W 049 11 53.76
UMPUT,S 25 20 57.36,W 048 40 42.99
UMRAR,S 25 44 22.44,W 049 37 41.33
UMREP,S 20 53 00.77,W 039 40 44.32
UMRIX,S 22 55 43.80,W 047 03 54.00
UMROT,S 01 55 15.04,W 059 01 15.26
UMRUV,S 26 35 33.71,W 053 32 32.69
UMSEN,S 25 46 06.19,W 048 54 20.85
UMSIK,S 29 59 24.63,W 051 23 43.80
UMSIL,S 19 51 05.40,W 057 25 20.40
UMSIM,S 27 36 42.02,W 049 02 31.79
UMSOB,S 26 24 37.66,W 048 47 00.86
UMSUD,S 23 42 23.20,W 046 56 19.18
UNGA,S 18 46 10.80,W 049 32 34.80
UNIDO,S 19 12 40.20,W 045 57 01.20
UPOMI,S 05 08 03.00,W 061 30 28.00
UPONA,S 21 12 39.33,W 048 54 28.08
UPOTO,S 05 06 57.00,W 042 24 37.20
URALO,S 04 38 53.40,W 042 50 52.80
URBAM,S 27 03 58.80,W 048 21 51.00
URB01,S 19 55 42.60,W 047 56 15.86
URB02,S 20 10 50.40,W 047 54 16.20
URIKI,S 29 31 59.40,W 053 30 35.40
URIVO,S 03 45 29.70,W 038 36 00.26
UROSO,S 23 19 10.14,W 046 49 15.48
URURI,S 31 18 10.20,W 055 07 25.80
URUTU,S 25 11 11.32,W 049 09 41.34
UR001,S 19 48 53.99,W 047 55 59.90
UR002,S 19 47 04.47,W 047 42 20.82
UR003,S 19 42 54.88,W 047 59 47.02
UR004,S 19 36 11.89,W 047 47 58.49
UR461,S 19 49 48.30,W 047 55 25.50
UR462,S 19 41 11.60,W 048 00 52.70
UR463,S 19 36 53.50,W 048 03 36.50
UR464,S 19 38 02.50,W 048 09 50.80
UR466,S 19 32 35.30,W 048 06 20.10
UR467,S 19 32 12.40,W 047 59 36.80
UR471,S 19 42 00.60,W 048 00 21.40
UR472,S 19 50 37.30,W 047 54 54.50
UR473,S 19 54 55.60,W 047 52 10.80
UR474,S 19 53 46.30,W 047 45 55.80
UR476,S 19 59 13.80,W 047 49 27.00
UR477,S 19 59 36.50,W 047 56 11.20
USABA,S 23 31 46.80,W 045 03 03.00
USAGU,S 09 32 33.89,W 053 28 14.72
USAKA,S 18 40 45.60,W 038 14 34.20
USAMO,S 22 41 33.49,W 045 49 32.96
USARI,S 22 51 09.69,W 040 55 17.02
USEXA,S 26 46 28.98,W 053 37 59.67
USITO,S 23 47 39.60,W 046 32 25.20
USOBI,S 03 13 07.31,W 060 17 57.12
USTUB,S 08 15 43.39,W 070 54 47.52
USTUL,S 24 36 47.13,W 052 34 27.84
USTUN,S 27 37 15.75,W 048 57 45.51
USVAK,S 02 51 31.14,W 060 31 33.01
USVAT,S 20 51 49.24,W 055 05 36.76
USVIP,S 19 33 35.71,W 044 02 13.06
USVOB,S 25 31 34.28,W 049 22 12.87
USVUK,S 28 50 10.63,W 049 16 15.39
UTBEG,S 17 07 52.48,W 046 48 34.39
UTBES,S 27 38 14.85,W 048 57 38.78
UTBOM,S 22 38 31.80,W 043 31 13.20
UTBUR,S 23 23 04.74,W 046 40 26.53
UTGAT,S 22 56 15.00,W 043 02 06.00
UTGAX,S 23 01 51.40,W 043 03 32.70
UTGER,S 22 45 15.51,W 046 13 49.58
UTGIG,S 27 25 30.60,W 050 33 05.56
UTGIR,S 16 50 44.00,W 041 59 15.00
UTGUT,S 22 35 13.51,W 046 47 33.39
UTIR,S 04 07 51.00,W 055 34 03.60
UTKAN,S 30 05 15.13,W 051 07 43.26
UTKET,S 23 29 10.80,W 046 39 49.20
UTKOL,S 24 50 27.00,W 046 23 29.00
UTKUD,S 12 25 59.82,W 038 54 15.27
UTKUP,S 22 49 16.80,W 043 06 56.40
UTLAX,S 22 53 45.21,W 041 57 02.14
UTLIN,S 08 36 14.40,W 064 15 23.40
UTLOL,S 03 31 46.37,W 046 44 17.08
UTLUP,S 22 17 39.81,W 049 28 29.17
UTMAK,S 23 25 37.07,W 049 25 38.43
UTMEX,S 20 37 15.00,W 055 05 03.00
UTMID,S 04 03 28.00,W 055 44 36.00
UTMIP,S 22 45 07.27,W 043 01 42.80
UTMOK,S 30 04 38.69,W 051 14 55.66
UTMUD,S 28 27 45.10,W 049 15 51.24
UTMUR,S 24 16 52.50,W 046 11 18.73
UTNAR,S 29 19 46.46,W 050 22 23.56
UTNAV,S 02 39 35.00,W 059 34 23.00
UTNEB,S 09 28 39.15,W 035 58 08.58
UTNEL,S 22 05 21.00,W 040 54 18.60
